sample_name	accession_no	age	age_units	animal_name	antibiotic_use	body_habitat	body_product	body_site	clns_testing	collection_device	collection_method	collection_time	collection_time_point	collection_timestamp	current_behavior_of_animal_if_out_of_the_ordinary	date	day_of_diet_transition	deceased	description	diet_beef_quantity	diet_beef_quantity_units	diet_composition	diet_consumption	diet_horse_quantity	diet_horse_quantity_units	diet_intervention	diet_offered	dna_extracted	dob	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fecal_score	feeding_phase_categorical	feeding_phase_continuous	filename	geo_loc_name	healthy_liver	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	inj_num	latitude	latitude_units	life_stage	liver_health	longitude	longitude_units	medical_or_chronic_problems	medication_amoxicillin	medication_cefalexin	medication_clavamox	medication_denamarin	medication_famotidine	medication_flagyl	medication_lactalose	medication_meloxicam	medication_omezaprole	medication_zofran	ms_sample_name	physical_specimen_location	physical_specimen_remaining	plate_num	position	qiita_study_id	sample_processing	sample_type	sampled_location	scientific_name	sex	sex_mf	sibling	source	stool_other	supplement_given	taxon_id	time_feces	time_feces_collected	time_feces_sampled	time_of_day_feces_collected	time_point	time_point_units	time_to_process	time_to_process_units	title
11872.G84972	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	DAY 4 DIET CHANGE	no	stool	1	lb	horse_beef	Left 1/2 lb	2	lb	yes	Special Beef inc to 1 lb with 2 lb Neb Horsemeat	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84972_BG10_01_35629.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35629	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84972	UCSD: Dorrestein lab	TRUE	5	BG10	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	7:45:00	13:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84973	614143	11.25	years	ALLY	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	DAY 4 DIET CHANGE	no	stool	0	lb	horse	100% consumption of ONLY horsemeat	3	lb	yes	not eating any beef, returned to all HM diet	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G84973_rerun_BA12_01_35549.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35549	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84973	UCSD: Dorrestein lab	TRUE	5	BA12	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	9:45:00	14:00:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84974	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	DAY 4 DIET CHANGE	no	stool	1	lb	horse_beef	100% consumption of mixed diet	3	lb	yes	Special Beef inc to 1 lb with 3 lb Neb Horsemeat	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G84974_BA6_01_35539.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35539	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84974	UCSD: Dorrestein lab	TRUE	5	BA6	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	10:15:00	14:05:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84975	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	DAY 4 DIET CHANGE	no	stool	1	lb	horse_beef	100% consumption of mixed diet	3	lb	yes	Special Beef inc to 1 lb with 3 lb Neb Horsemeat	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G84975_BG8_01_35627.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35627	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84975	UCSD: Dorrestein lab	TRUE	5	BG8	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	A lot of hair, fibrous	no	1861841	not collected	10:00:00	14:10:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84976	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	DAY 4 DIET CHANGE	no	stool	0.5	lb	horse_beef	Left 1/2 pound mixed diet	2.5	lb	yes	No change to meat proportions	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84976_BH12_01_35650.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35650	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84976	UCSD: Dorrestein lab	TRUE	5	BH12	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	7:55:00	14:15:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84977	605313	12.91	years	MAKENA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	Day 4	no	stool	not collected	lb	not provided	not collected	not collected	lb	no	not provided	TRUE	8/9/05	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84977_BB12_01_35219.mzXML	USA:CA:San Diego	FALSE	12.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MAKENA	32536	not provided	missing: not provided	35219	33.0974	Decimal degrees	adult	CLNS	116.9957	Decimal degrees	Denamarin and lactalose daily until further notice	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	G84977	UCSD: Dorrestein lab	TRUE	2	BB12	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	DENAMARIN	not applicable	white pieces	denamarin	1861841	not collected	10:40:00	14:20:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84978	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	DAY 4 DIET CHANGE	no	stool	0.5	lb	horse_beef	Ate most of diet	3.5	lb	yes	0.5 lb Sp Beef and 3.5 lb HM	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G84978_RH3_01_35520.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35520	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84978	UCSD: Dorrestein lab	TRUE	4	RH3	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	white pieces, fibrous	no	1861841	not collected	10:10:00	14:25:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84979	614362	4	years	PUMZIKA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	DAY 4 DIET CHANGE	no	stool	1	lb	horse_beef	100% consumption of mixed diet	3	lb	yes	Special Beef inc to 1 lb with 3 lb HM	TRUE	7/13/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84979_RB4_01_35441.mzXML	USA:CA:San Diego	TRUE	4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	PUMZIKA	32536	not provided	missing: not provided	35441	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84979	UCSD: Dorrestein lab	TRUE	4	RB4	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	8:45:00	14:30:00	am	not provided	Not applicable	65	min	SD Cheetahs
11872.G84980	617593	6.08	years	SANAA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy; healthy	tube; swube	manually	not applicable	10	1/25/18	none reported	1/25/18	not collected	no	stool	not provided	lb	beef	not collected	0	lb	no	not provided	TRUE	6/14/12	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 1	1	G84980_BB11_01_35558.mzXML	USA:CA:San Diego	TRUE	6.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	SANAA	32536	not provided	missing: not provided	35558	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	No blood in stool	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84980	UCSD: Dorrestein lab	TRUE	5	BB11	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	8:15:00	14:35:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84981	614143	11.25	years	ALLY	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	DAY 5 DIET CHANGE	no	stool	0	lb	horse	100% consumption of ONLY horsemeat	3	lb	yes	3 lbs horsement	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G84981_RA7_01_35432.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35432	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84981	UCSD: Dorrestein lab	TRUE	4	RA7	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	white pieces	no	1861841	not collected	10:05:00	14:15:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84982	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	DAY 5 DIET CHANGE	no	stool	1	lb	horse_beef	100% consumption of mixed diet; 10.5 g Solka-Floc	3	lb	yes	1 lb Special Beef with 3 lb Neb Horsemeat	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G84982_BG5_01_35618.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35618	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84982	UCSD: Dorrestein lab	TRUE	5	BG5	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	SOLKA FLOX	not applicable	fibrous	solka flox	1861841	not collected	10:30:00	14:18:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84983	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	DAY 5 DIET CHANGE	no	stool	1	lb	horse_beef	100% consumption of mixed diet	3	lb	yes	1 lb Special Beef with 3 lb Neb Horsemeat	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G84983_RD4_01_35466.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35466	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84983	UCSD: Dorrestein lab	TRUE	4	RD4	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	10:25:00	14:21:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84984	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	DAY 5 DIET CHANGE	no	stool	0.5	lb	horse_beef	Left 0.5 lb meat	2.5	lb	yes	Ate 2.5 lb Special Beef and 0.5 lb Special Beef	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	1	phase 2	2	G84984_BB6_01_35552.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35552	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84984	UCSD: Dorrestein lab	TRUE	5	BB6	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	21:35:00	14:24:00	pm	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84985	605313	12.91	years	MAKENA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	CLNS	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	Day 5	no	stool	not collected	lb	not provided	not collected	not collected	lb	no	not provided	TRUE	8/9/05	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 1	1	G84985_RD4_01_35698.mzXML	USA:CA:San Diego	FALSE	12.91	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MAKENA	32536	not provided	missing: not provided	35698	33.0974	Decimal degrees	adult	CLNS	116.9957	Decimal degrees	Denamarin and lactalose daily until further notice	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	G84985	UCSD: Dorrestein lab	TRUE	6	RD4	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	DENAMARIN	not applicable	not provided	denamarin	1861841	not collected	10:15:00	14:27:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84986	615483	11.25	years	MOJA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	DAY 5 DIET CHANGE	no	stool	0.5	lb	horse_beef	Left 0.25 lb meat; 10.5 g Solka-Floc	3.5	lb	yes	offered 3.5 lb horsemeat and 0.5 lb Special Beef	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84986_RH10_01_35527.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	MOJA	32536	not provided	missing: not provided	35527	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84986	UCSD: Dorrestein lab	TRUE	4	RH10	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	10:30:00	14:30:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84987	614362	4	years	PUMZIKA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	DAY 5 DIET CHANGE	no	stool	1	lb	horse_beef	Ate 3.5 lb horsemeat	3	lb	yes	not provided	TRUE	7/13/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	not provided	USA:CA:San Diego	TRUE	4	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	PUMZIKA	32536	not provided	missing: not provided	not provided	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	not provided	UCSD: Dorrestein lab	TRUE	not provided	not provided	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	9:10:00	14:33:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84988	617593	6.08	years	SANAA	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy; healthy	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	not collected	no	stool	not provided	lb	beef	not collected	0	lb	no	not provided	TRUE	6/14/12	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	5	phase 1	1	G84988_BC4_01_35775.mzXML	USA:CA:San Diego	TRUE	6.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	SANAA	32536	not provided	missing: not provided	35775	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	BLOOD IN STOOL; ALSO STOOL LOOKED A BIT PINK	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84988	UCSD: Dorrestein lab	TRUE	7	BC4	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	not provided	no	1861841	not collected	9:15:00	14:36:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84989	617368/617367	8.25	years	STRIKE/RANGER	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	revert	no	stool	0	lb	horse	1	4.5	lb	yes	Offered 4.5 lbs horsemeat only	TRUE	4/10/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G84989_BC2_01_35561.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER	32536	not provided	missing: not provided	35561	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84989	UCSD: Dorrestein lab	TRUE	5	BC2	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	8:45:00	14:39:00	am	not provided	Not applicable	95	min	SD Cheetahs
11872.G84990	617368/617367	8.25	years	STRIKE/RANGER2	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	No liver biopsy or blood drawn	tube; swube	manually	not applicable	11	1/26/18	none reported	1/26/18	revert	no	stool	0	lb	horse	1	4.5	lb	yes	Offered 4.5 lbshorsemeat only	TRUE	4/16/10	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84990_BE7_01_35596.mzXML	USA:CA:San Diego	TRUE	8.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	STRIKE/RANGER2	32536	not provided	missing: not provided	35596	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84990	UCSD: Dorrestein lab	TRUE	5	BE7	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	8:45:00	14:45:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84991	613245	11.08	years	ADDISON	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	DAY 6 DIET CHANGE	no	stool	0	lb	shank	1	0	lb	yes	1/2 shank	TRUE	6/15/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	3	phase 2	2	G84991_RH5_01_35182.mzXML	USA:CA:San Diego	TRUE	11.08	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ADDISON	32536	not provided	missing: not provided	35182	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84991	UCSD: Dorrestein lab	TRUE	1	RH5	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	flakey	no	1861841	not collected	8:10:00	9:45:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84992	614143	11.25	years	ALLY	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	revert	no	stool	0	lb	shank	1	0	lb	yes	1/2 shank	TRUE	5/1/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	4	phase 2	2	G84992_BC5_01_35776.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	ALLY	32536	not provided	missing: not provided	35776	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	Blood in stool	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84992	UCSD: Dorrestein lab	TRUE	7	BC5	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	8:20:00	9:50:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84993	615482	11.25	years	AMANI	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; normal levels	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	DAY 6 DIET CHANGE	no	stool	0	lb	shank	1	0	lb	yes	Full Shank	TRUE	4/12/07	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84993_BD2_01_35234.mzXML	USA:CA:San Diego	TRUE	11.25	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	AMANI	32536	not provided	missing: not provided	35234	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84993	UCSD: Dorrestein lab	TRUE	2	BD2	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	fibrous	no	1861841	not collected	8:40:00	9:55:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84994	616606	4.66	years	APOLLO	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Liver biopsy, healthy; stem cell donor to cheetah Makena	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	DAY 6 DIET CHANGE	no	stool	0	lb	shank	1	0	lb	yes	1/2 shank	TRUE	11/12/13	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84994_RE6_01_35141.mzXML	USA:CA:San Diego	TRUE	4.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	APOLLO	32536	not provided	missing: not provided	35141	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84994	UCSD: Dorrestein lab	TRUE	1	RE6	11872	frozen at -80C	feces	CBC	feces metagenome	male	M	NO	not applicable	not provided	no	1861841	not collected	8:25:00	10:00:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
11872.G84995	617129	3.66	years	BLUE	no	UBERON:gastrointestinal tract	UBERON:feces	UBERON:colon	Blood drawn; healthy	tube; swube	manually	not applicable	12	1/27/18	none reported	1/27/18	DAY 6 DIET CHANGE	no	stool	0.5	lb	horse_beef	85% consumption	2.5	lb	yes	Offered 2.5 lbs horsemeat and .5 lbs beef	TRUE	11/24/14	not provided	meters	Host-associated	Animal	animal distal gut	research facility	mammalia-associated habitat	feces	host-associated	2	phase 2	2	G84995_RE8_01_35485.mzXML	USA:CA:San Diego	TRUE	3.66	years	gastrointestinal tract	feces	gastrointestinal tract	cheetah	not provided	missing: not provided	Acinonyx jubatus	BLUE	32536	not provided	missing: not provided	35485	33.0974	Decimal degrees	adult	healthy	116.9957	Decimal degrees	none reported	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	G84995	UCSD: Dorrestein lab	TRUE	4	RE8	11872	frozen at -80C	feces	CBC	feces metagenome	female	F	NO	not applicable	fibrous	no	1861841	not collected	7:45:00	10:10:00	am	not provided	Not applicable	not collected	min	SD Cheetahs
